Price per meter,Bedrooms,Bathrooms,Floor,Year Built,Area in m²,Payment Method_Cash or Installments,Payment Method_Installments,Seller Type_Compound Developer,Seller Type_Developer,Seller Type_Private Owner,View_0,View_1,View_2,View_3,Governorate_0,Governorate_1,Governorate_2,Governorate_3,Governorate_4
1.114764146178564,-2.40942083965321,-1.40942083965321,-1.19897784671579,-40.53528365377995,-2.21908472993173,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-1.7790498911598198,0.0,0.0,-1.19897784671579,0.999506781570994,0.4221035368354636,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.31019703376621055,0.0,0.0,-0.4425070493497601,0.0,0.7824122676634783,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.7017377929616594,-1.0,0.0,-0.4425070493497601,0.6665021523792793,-0.879668649179017,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,-1.19897784671579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1
0.12623343402165607,0.0,1.0,-1.19897784671579,0.0,0.3942354045893732,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1
-1.2876380068425892,0.0,1.0,0.55749295065024,0.0,0.7218120822488783,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
1.8210829748683588,-1.0,0.0,-0.4425070493497601,0.999506781570994,-0.6127811107046442,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
0.11193984366920183,-2.40942083965321,-1.40942083965321,0.55749295065024,0.6665021523792793,-3.519702009129332,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0
0.0,0.0,0.0,-0.4425070493497601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,1
0.27190180194469443,0.0,1.0,0.0,1.3323473286522867,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
1.0292972501237938,-1.0,1.0,-1.19897784671579,0.0,-0.6127811107046442,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
0.0,0.0,0.0,0.31396374801627,-11.432326533723565,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,1,0,0,0,0,1
0.0,0.0,0.0,0.9247041696625747,-0.6671604262169758,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1
0.5582476291755356,0.0,0.0,-1.19897784671579,0.33333327922114303,-0.06666090829376342,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.6068808171291922,0.0,-1.40942083965321,-0.4425070493497601,0.0,-0.7426165328721638,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0
-1.1374605880539983,0.7756602606914668,1.0,0.75647079736603,0.0,1.0649064686235676,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1
-0.3468827746592049,-1.0,-1.40942083965321,0.31396374801627,0.6665021523792793,-0.975459464565041,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0
-1.1074392544941563,0.0,1.0,1.4179811482680222,-0.3334978476207207,0.12814848402898915,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.8671259569442581,0.0,1.7756602606914667,0.0,0.0,0.3801823553856501,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,1
0.20970049886461262,-2.40942083965321,-1.40942083965321,0.55749295065024,0.33333327922114303,-2.759337298358035,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0
-0.16216096372866648,0.0,0.0,0.0,-0.3334978476207207,-0.06666090829376342,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.35453057090871004,-2.40942083965321,-1.40942083965321,-1.19897784671579,-1.0009878986077079,-1.8796686491790169,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.1410351170229275,0.0,1.0,0.55749295065024,-1.3349804278518447,0.17453800456074983,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.6587128624131402,0.0,1.0,-1.19897784671579,0.0,0.7218120822488783,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
1.9479441187757125,-2.40942083965321,-1.40942083965321,-1.19897784671579,0.6665021523792793,-1.6768445427579202,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
0.23585156523568734,0.7756602606914668,1.0,0.0,0.0,1.0109370621027247,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.9971009939914245,0.0,0.0,0.75647079736603,-11.77151804305249,1.0109370621027247,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.6457189242692377,-2.40942083965321,-1.40942083965321,-0.4425070493497601,1.3323473286522867,-2.8101907177778753,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.6154282486492119,0.0,0.0,1.0704345453822999,-4.348367774414903,0.24996600751463646,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
1.4105844487546357,0.0,0.0,0.0,0.0,0.11248936182169567,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.6702112864172279,-1.0,0.0,0.0,0.999506781570994,-0.655304637611691,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.21785429846345075,-1.0,-1.40942083965321,0.75647079736603,0.0,-0.8101907177778719,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-1.2601157285893039,0.0,0.0,-1.19897784671579,0.0,0.2350638264511268,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1
0.0,0.0,0.0,1.19897784671579,-1.6691381772507001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
0.931501271182862,0.0,1.0,-1.19897784671579,0.0,1.318343156276495,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1
0.8032126058985049,-2.40942083965321,0.0,-0.4425070493497601,0.0,-1.024787178113538,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.16151854339691757,0.0,0.0,-1.19897784671579,0.999506781570994,0.17453800456074983,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.8535943148791151,0.0,-1.40942083965321,0.0,0.0,-0.41051179080312344,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0
-0.3035808382714579,-1.0,-1.40942083965321,0.31396374801627,0.33333327922114303,-1.024787178113538,0.0,1.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0
0.8389681697023544,-1.0,0.0,0.0,1.3323473286522867,0.3942354045893732,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
-1.2148671309389478,0.0,0.0,1.19897784671579,-8.724908574137247,1.0649064686235676,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1
0.2596411918667436,-2.40942083965321,-1.40942083965321,-0.4425070493497601,0.33333327922114303,-2.0247871781135403,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,1,0
1.5754334210646572,-1.0,1.0,0.31396374801627,0.33333327922114303,-0.7426165328721638,1.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1
-0.48801599432881276,0.0,1.0,0.31396374801627,-0.3334978476207207,0.47691253603245926,0.0,0.0,0.0,1.0,0.0,0,0,1,1,0,0,0,0,1
-1.0714926699704908,0.0,0.0,0.31396374801627,0.0,1.1177201240419883,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1
0.24108389403910271,0.0,1.0,0.55749295065024,0.6665021523792793,1.4221035368354658,0.0,1.0,0.0,0.0,0.0,0,1,1,0,0,0,1,0,1
-0.36190299829957706,0.7756602606914668,1.0,1.0704345453822999,0.6665021523792793,0.6470698938600206,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.27058799463574995,0.0,0.0,-1.19897784671579,-1.0009878986077079,0.11248936182169567,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
-0.599087254383672,0.7756602606914668,1.7756602606914667,-1.19897784671579,-1.6691381772507001,0.8180702882578736,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-1.081368598570291,-1.0,0.0,-0.4425070493497601,-2.0034613103485737,-0.3340311365558348,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1
1.0895202612190782,-2.40942083965321,-1.40942083965321,-1.19897784671579,1.3323473286522867,-3.4521278242236226,1.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,1
-0.5451598220771093,0.0,1.0,-1.19897784671579,0.999506781570994,0.5959529664039893,1.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1
0.15521940094239775,-1.0,0.0,0.31396374801627,-0.6671604262169758,-0.3340311365558348,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.8685271379406395,-1.0,1.0,0.55749295065024,-1.6691381772507001,-0.37197501515802284,0.0,1.0,0.0,1.0,0.0,0,0,1,0,0,0,0,0,1
0.07984836144185568,0.0,0.0,-0.4425070493497601,0.999506781570994,0.7824122676634783,1.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,0,0,1
0.8231763910781588,0.0,-1.40942083965321,0.55749295065024,0.999506781570994,-0.655304637611691,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1
0.6227375922953464,-1.0,0.0,0.0,0.6665021523792793,-0.8331332410093224,1.0,0.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,0
